esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (¡æ),min_temperature (¡æ),available_energy (kw),available_capacity (Ah)
6172610,2015/9/22 15:59,37.6,331.3,-22.5,3.689,3.675,35,33,16.97,51.02
1816036,2015/9/23 18:48,37.6,331.3,-22.5,3.689,3.675,35,33,16.98,51.06
4223288,2015/9/24 12:57,37.6,331.3,-22.5,3.689,3.675,35,33,17,51.12
5953142,2015/9/24 16:04,37.6,331.3,-22.5,3.689,3.675,35,33,17.02,51.17
8068842,2015/9/25 12:35,37.6,331.4,-22.5,3.69,3.674,35,33,17.04,51.22
4973729,2015/9/25 16:22,37.6,331.4,-22.5,3.69,3.675,35,33,17.05,51.27
9644087,2015/9/28 12:49,37.6,331.3,-22.5,3.69,3.676,35,33,17.07,51.32
9771407,2015/9/28 16:55,37.6,331.4,-22.5,3.69,3.675,35,33,17.09,51.37
6564940,2015/9/29 12:55,37.6,331.4,-22.5,3.69,3.676,35,33,17.1,51.42
6668098,2015/9/30 12:34,38,331.4,-22.5,3.69,3.676,35,33,17.12,51.49
1551705,2015/10/1 12:56,38,331.4,-22.5,3.69,3.676,35,33,17.14,51.54
1261345,2015/10/2 18:17,38,331.4,-22.5,3.69,3.676,35,33,17.16,51.59
2580459,2015/8/24 17:27,38,331.4,-22.5,3.691,3.675,35,33,17.17,51.64
7739891,2015/8/25 17:12,38,331.4,-22.5,3.69,3.676,35,33,17.19,51.69
9900336,2015/8/28 18:12,38,331.4,-22.5,3.691,3.676,35,33,17.21,51.74
6444804,2015/8/31 17:01,38,331.4,-22.5,3.691,3.676,35,33,17.22,51.79
1644680,2015/9/1 17:01,38,331.6,-22.5,3.69,3.677,35,33,17.24,51.84
3075742,2015/9/2 16:52,38,331.6,-22.5,3.691,3.676,35,33,17.26,51.89
9757229,2015/9/8 16:58,38,331.4,-22.5,3.692,3.676,35,33,17.27,51.94
5882422,2015/9/9 17:47,38,331.6,-22.5,3.691,3.677,35,33,17.29,51.99
1041671,2015/9/10 17:57,38.4,331.6,-22.5,3.691,3.677,35,33,17.31,52.05
8270693,2015/9/14 18:02,38.4,331.6,-22.5,3.692,3.678,35,33,17.33,52.1
7742438,2015/9/16 17:24,38.4,331.6,-22.5,3.691,3.677,35,33,17.35,52.15
9583732,2015/9/17 17:40,38.4,331.6,-22.5,3.692,3.677,35,33,17.36,52.21
3135155,2015/9/18 18:30,38.4,331.6,-22.5,3.693,3.678,35,33,17.38,52.26
7302524,2015/9/21 19:36,38.4,331.6,-22.5,3.692,3.678,35,33,17.4,52.3
9470169,2015/9/23 18:38,38.4,331.6,-22.5,3.693,3.678,35,33,17.41,52.35
7422046,2015/9/24 17:57,38.4,331.6,-22.5,3.693,3.678,35,33,17.43,52.4
4127268,2015/9/28 17:05,38.4,331.6,-22.5,3.693,3.678,35,33,17.45,52.45
6364973,2015/9/29 18:35,38.4,331.7,-22.5,3.692,3.679,35,33,17.46,52.5
1126904,2015/9/30 20:10,38.8,331.7,-22.5,3.692,3.678,35,33,17.48,52.55
8814963,2015/10/1 16:39,38.8,331.6,-22.5,3.693,3.679,35,33,17.5,52.6
5902992,2015/3/12 16:56,38.8,331.7,-22.5,3.693,3.679,35,33,17.52,52.67
4835360,2015/3/13 12:32,38.8,331.7,-22.5,3.693,3.679,35,33,17.53,52.72
2575128,2015/3/16 18:05,38.8,331.7,-22.5,3.693,3.679,35,33,17.55,52.77
9140649,2015/3/17 18:24,38.8,331.7,-22.5,3.694,3.679,35,33,17.57,52.82
6123173,2015/3/23 18:05,38.8,331.7,-22.5,3.694,3.679,35,33,17.58,52.87
3992489,2015/3/24 19:09,38.8,331.7,-22.5,3.694,3.679,35,33,17.6,52.92
2687253,2015/3/26 17:12,38.8,331.7,-22.5,3.694,3.679,35,33,17.62,52.97
7333844,2015/3/27 18:42,38.8,331.7,-22.5,3.693,3.68,35,33,17.63,53.02
9889360,2015/3/30 18:17,38.8,331.7,-22.5,3.694,3.679,35,33,17.65,53.07
6219272,2015/3/31 17:56,39.2,331.7,-22.5,3.694,3.679,35,33,17.67,53.12
2376943,2015/4/1 15:55,39.2,331.9,-22.5,3.694,3.679,35,33,17.68,53.17
7029494,2015/4/6 17:57,39.2,331.7,-22.5,3.694,3.68,35,33,17.71,53.23
4781283,2015/4/7 17:16,39.2,331.9,-22.5,3.695,3.68,35,33,17.72,53.28
3154945,2015/4/8 17:28,39.2,331.9,-22.5,3.694,3.68,35,33,17.74,53.33
3621326,2015/4/13 17:07,39.2,331.9,-22.5,3.696,3.681,35,33,17.76,53.38
6501838,2015/4/16 18:36,39.2,331.9,-22.5,3.695,3.68,35,33,17.77,53.43
9895550,2015/4/20 17:33,39.2,331.9,-22.5,3.695,3.681,35,33,17.79,53.48
1675386,2015/4/21 17:18,39.2,331.9,-22.5,3.696,3.68,35,33,17.81,53.53
2300075,2015/4/23 17:31,39.2,331.9,-22.5,3.696,3.681,35,33,17.82,53.59
8786192,2015/4/24 14:30,39.2,331.9,-22.5,3.696,3.682,35,33,17.83,53.63
9507522,2015/4/27 16:37,39.6,331.9,-22.5,3.697,3.681,35,33,17.86,53.68
9133364,2015/4/28 17:19,39.6,332.1,-22.5,3.697,3.682,35,33,17.87,53.73
1480355,2015/4/29 16:42,39.6,332.1,-22.5,3.696,3.681,35,33,17.89,53.8
8603180,2015/5/4 18:13,39.6,332.1,-22.5,3.696,3.681,35,33,17.91,53.85
9800105,2015/5/5 14:34,39.6,332.1,-22.5,3.697,3.681,35,33,17.93,53.89
3042067,2015/5/7 18:13,39.6,332.1,-22.5,3.696,3.682,35,33,17.94,53.94
9321489,2015/5/8 17:08,39.6,332.1,-22.5,3.697,3.682,35,33,17.96,53.99
4558412,2015/5/11 19:38,39.6,332.1,-22.5,3.698,3.683,35,33,17.98,54.05
3684429,2015/5/13 17:43,39.6,332.1,-22.5,3.696,3.682,35,33,17.99,54.1
9125301,2015/5/14 17:55,39.6,332.2,-22.5,3.697,3.682,35,33,18.01,54.15
9958954,2015/5/15 17:54,40,332.1,-22.5,3.698,3.682,35,33,18.03,54.2
1074699,2015/5/20 18:57,40,332.1,-22.5,3.697,3.682,35,33,18.04,54.25
6294798,2015/5/21 17:28,40,332.1,-22.5,3.697,3.682,35,33,18.06,54.3
4109262,2015/5/26 17:00,40,332.1,-22.5,3.697,3.682,35,33,18.08,54.36
2671816,2015/6/1 13:48,40,332.2,-22.5,3.698,3.682,35,33,18.1,54.41
6367170,2015/6/2 17:04,40,332.2,-22.5,3.698,3.683,35,33,18.11,54.46
1255791,2015/6/3 12:51,40,332.2,-22.5,3.699,3.684,35,33,18.13,54.51
8889678,2015/6/4 18:52,40,332.2,-22.5,3.699,3.684,35,33,18.15,54.56
3985909,2015/6/8 17:03,40,332.2,-22.5,3.698,3.684,35,33,18.17,54.61
4285519,2015/6/10 14:31,40,332.2,-22.5,3.699,3.684,35,33,18.18,54.66
7542435,2015/6/12 13:23,40,332.2,-22.5,3.699,3.684,35,33,18.19,54.71
4506145,2015/6/15 16:31,40.4,332.2,-22.5,3.7,3.684,35,33,18.22,54.76
5569374,2015/6/16 16:40,40.4,332.4,-22.5,3.699,3.684,35,33,18.23,54.81
9585613,2015/6/17 16:40,40.4,332.2,-22.5,3.7,3.684,35,33,18.24,54.86
6230955,2015/6/18 16:33,40.4,332.4,-22.5,3.699,3.684,35,33,18.27,54.93
1375196,2015/6/19 18:29,40.4,332.4,-22.5,3.699,3.685,35,33,18.29,54.98
4110012,2015/6/22 13:35,40.4,332.4,-22.5,3.701,3.685,35,33,18.3,55.03
3502017,2015/6/23 16:28,40.4,332.4,-22.5,3.7,3.685,35,33,18.32,55.08
8700916,2015/6/24 17:28,40.4,332.4,-22.5,3.7,3.685,35,33,18.34,55.13
5946026,2015/7/7 16:21,40.4,332.4,-22.5,3.7,3.685,35,33,18.35,55.18
6524983,2015/7/9 15:11,40.4,332.4,-22.5,3.7,3.686,35,33,18.37,55.25
9090272,2015/7/10 14:07,40.8,332.4,-22.5,3.701,3.686,35,33,18.39,55.3
8062806,2015/7/10 18:43,40.8,332.4,-22.5,3.701,3.685,35,33,18.4,55.32
7275549,2015/7/13 17:24,40.8,332.4,-22.5,3.7,3.686,35,33,18.42,55.37
8346420,2015/7/14 18:21,40.8,332.4,-22.5,3.702,3.686,35,33,18.44,55.45
6978159,2015/7/14 18:22,40.8,332.4,-22.5,3.701,3.685,35,33,18.46,55.49
3697867,2015/7/14 18:24,40.8,332.4,-22.5,3.702,3.686,35,33,18.47,55.54
7809291,2015/7/14 19:05,40.8,332.5,-22.5,3.702,3.686,35,33,18.49,55.59
5452927,2015/7/15 17:11,40.8,332.5,-22.5,3.702,3.686,35,33,18.51,55.64
6994949,2015/7/16 17:14,40.8,332.5,-22.5,3.702,3.687,35,33,18.53,55.71
8465670,2015/7/17 16:43,40.8,332.5,-22.5,3.702,3.686,35,33,18.55,55.76
9714809,2015/7/20 17:58,40.8,332.5,-22.5,3.702,3.687,35,33,18.56,55.81
9149431,2015/7/21 16:21,41.2,332.5,-22.5,3.704,3.687,35,33,18.58,55.86
5978815,2015/7/22 17:14,41.2,332.7,-22.5,3.703,3.687,35,33,18.6,55.91
4124524,2015/7/23 18:43,41.2,332.5,-22.5,3.702,3.687,35,33,18.61,55.96
1404956,2015/7/24 17:43,41.2,332.7,-22.5,3.703,3.687,35,33,18.63,56.01
2238543,2015/7/27 17:47,41.2,332.7,-22.5,3.703,3.687,35,33,18.65,56.06
5038957,2015/7/29 16:12,41.2,332.5,-22.5,3.704,3.687,35,33,18.66,56.11
7066893,2015/7/30 17:31,41.2,332.7,-22.5,3.703,3.687,35,33,18.68,56.16
9207150,2015/7/31 16:40,41.2,332.7,-22.5,3.704,3.688,35,33,18.7,56.21
6251729,2015/8/3 16:08,41.2,332.7,-22.5,3.704,3.688,35,33,18.72,56.27
4899209,2015/8/4 17:11,41.2,332.7,-22.5,3.704,3.688,35,33,18.73,56.32
6621911,2015/8/5 17:30,41.6,332.7,-22.5,3.704,3.688,35,33,18.75,56.37
5637687,2015/8/7 12:25,41.6,332.7,-22.5,3.704,3.689,35,33,18.77,56.42
2107960,2015/8/7 17:09,41.6,332.8,-22.5,3.705,3.689,35,33,18.78,56.47
2533094,2015/8/10 17:13,41.6,332.7,-22.5,3.704,3.689,35,33,18.8,56.52
1560322,2015/8/11 17:22,41.6,332.7,-22.5,3.705,3.689,35,33,18.82,56.58
2733475,2015/8/12 16:03,41.6,332.8,-22.5,3.706,3.69,35,33,18.83,56.63
4267415,2015/8/14 18:22,41.6,332.7,-22.5,3.705,3.689,35,33,18.85,56.68
7933206,2015/8/17 17:55,41.6,332.8,-22.5,3.705,3.689,35,33,18.87,56.73
7335594,2015/8/18 16:59,41.6,332.8,-22.5,3.706,3.689,35,33,18.89,56.79
3967963,2015/8/19 13:21,41.6,332.8,-22.5,3.706,3.69,35,33,18.91,56.84
6415647,2015/8/25 17:39,41.6,332.8,-22.5,3.706,3.69,35,33,18.92,56.89
4671482,2015/8/26 14:50,42,332.8,-22.5,3.706,3.689,35,33,18.94,56.94
4611175,2015/8/27 16:05,42,332.8,-22.5,3.706,3.69,35,33,18.96,56.99
2791340,2015/8/28 11:38,42,333,-22.5,3.706,3.69,35,33,18.97,57.04
9997392,2015/8/28 17:13,42,332.8,-22.5,3.706,3.69,35,33,18.99,57.09
6909514,2015/9/1 19:50,42,333,-22.5,3.707,3.69,35,33,19.01,57.14
4995811,2015/9/2 18:05,42,332.8,-22.5,3.707,3.691,35,33,19.02,57.19
2688677,2015/9/3 17:55,42,333,-22.5,3.707,3.691,35,33,19.03,57.24
3212249,2015/9/8 20:27,42,333,-22.5,3.707,3.69,35,33,19.06,57.31
5672536,2015/9/9 17:49,42,333,-22.5,3.708,3.691,35,33,19.08,57.35
1212238,2015/9/10 17:29,42,333,-22.5,3.708,3.691,35,33,19.09,57.4
9815833,2015/9/11 16:46,42.4,333,-22.5,3.708,3.692,35,33,19.11,57.45
8133539,2015/9/14 19:16,42.4,333,-22.5,3.708,3.692,35,33,19.13,57.5
2387693,2015/9/15 17:32,42.4,333,-22.5,3.708,3.692,35,33,19.14,57.55
6471451,2015/9/16 18:21,42.4,333.2,-22.5,3.708,3.692,35,33,19.16,57.6
4490531,2015/9/23 15:50,42.4,333,-22.5,3.709,3.692,35,33,19.18,57.65
3277106,2015/9/25 17:12,42.4,333.2,-22.5,3.709,3.692,35,33,19.19,57.7
9129938,2015/9/29 16:57,42.4,333.2,-22.5,3.709,3.692,35,33,19.21,57.77
1336855,2015/10/1 16:27,42.4,333.2,-22.5,3.709,3.693,35,33,19.23,57.82
2676045,2015/10/1 20:03,42.4,333.2,-22.5,3.709,3.692,35,33,19.25,57.87
6025557,2015/1/15 17:49,42.4,333.2,-22.5,3.71,3.693,35,33,19.26,57.92
1718597,2015/1/16 17:26,42.4,333.2,-22.5,3.71,3.693,35,33,19.28,57.97
2031717,2015/1/20 13:08,42.8,333.2,-22.5,3.71,3.693,35,33,19.3,58.02
1690867,2015/2/25 14:46,42.8,333.3,-22.5,3.71,3.693,35,33,19.32,58.07
8858751,2015/3/6 13:04,42.8,333.2,-22.5,3.711,3.693,35,33,19.33,58.12
1658726,2015/3/13 16:54,42.8,333.3,-22.5,3.711,3.693,35,33,19.35,58.17
8528273,2015/3/25 12:24,42.8,333.3,-22.5,3.71,3.693,35,33,19.37,58.24
4579191,2015/4/1 16:26,42.8,333.3,-22.5,3.71,3.694,35,33,19.39,58.29
5700496,2015/4/6 12:19,42.8,333.3,-22.5,3.711,3.694,35,33,19.4,58.34
8667580,2015/4/8 12:12,42.8,333.3,-22.5,3.711,3.695,35,33,19.42,58.39
6724987,2015/4/9 12:08,42.8,333.3,-22.5,3.712,3.694,35,33,19.44,58.44
2173547,2015/4/10 12:15,42.8,333.3,-22.5,3.711,3.694,35,33,19.45,58.49
8775911,2015/4/15 18:22,42.8,333.3,-22.5,3.712,3.694,35,33,19.47,58.54
6807814,2015/4/16 17:09,43.2,333.5,-22.5,3.712,3.695,35,33,19.49,58.59
5825584,2015/4/17 12:02,43.2,333.5,-22.5,3.711,3.694,35,33,19.5,58.64
5829577,2015/4/22 16:35,43.2,333.5,-22.5,3.712,3.695,35,33,19.52,58.7
8285213,2015/4/23 12:41,43.2,333.5,-22.5,3.712,3.695,35,33,19.54,58.75
7416366,2015/4/23 17:41,43.2,333.5,-22.5,3.712,3.696,35,33,19.56,58.8
1750255,2015/4/24 16:11,43.2,333.5,-22.5,3.713,3.695,35,33,19.57,58.85
2414250,2015/4/27 12:31,43.2,333.6,-22.5,3.713,3.696,35,33,19.59,58.9
1357616,2015/4/29 12:20,43.2,333.5,-22.5,3.713,3.695,35,33,19.61,58.95
8245844,2015/4/29 18:04,43.2,333.5,-22.5,3.713,3.697,35,33,19.62,59
8617674,2015/5/4 16:48,43.2,333.6,-22.5,3.713,3.696,35,33,19.64,59.05
3200104,2015/5/6 17:13,43.6,333.5,-22.5,3.714,3.697,35,33,19.66,59.1
2700843,2015/5/7 18:27,43.6,333.6,-22.5,3.714,3.697,35,33,19.68,59.17
9373884,2015/5/8 16:36,43.6,333.6,-22.5,3.714,3.696,35,33,19.7,59.21
3117909,2015/5/11 12:05,43.6,333.6,-22.5,3.714,3.696,35,33,19.71,59.26
7233969,2015/5/13 12:05,43.6,333.6,-22.5,3.714,3.697,35,33,19.73,59.31
2872999,2015/5/14 12:21,43.6,333.6,-22.5,3.714,3.697,36,33,19.75,59.36
3588242,2015/5/18 17:03,43.6,333.6,-22.5,3.715,3.697,36,34,19.76,59.41
1601383,2015/5/20 17:15,43.6,333.6,-22.5,3.715,3.698,36,34,19.78,59.46
3735507,2015/5/21 12:15,43.6,333.8,-22.5,3.715,3.698,36,34,19.8,59.51
1407127,2015/5/21 17:52,43.6,333.6,-22.5,3.715,3.697,36,33,19.82,59.58
3059243,2015/5/26 16:38,43.6,333.6,-22.5,3.715,3.698,36,34,19.83,59.63
9618511,2015/5/27 12:13,44,333.8,-22.5,3.716,3.698,36,34,19.85,59.68
2972699,2015/5/28 10:57,44,333.8,-22.5,3.716,3.699,36,34,19.87,59.73
6062971,2015/5/29 12:11,44,333.8,-22.5,3.716,3.698,36,34,19.88,59.78
6851120,2015/6/1 14:20,44,333.8,-22.5,3.716,3.699,36,34,19.9,59.83
8386846,2015/6/4 12:08,44,333.8,-22.5,3.717,3.699,36,34,19.92,59.88
7132173,2015/6/4 16:43,44,333.8,-22.5,3.717,3.698,36,34,19.93,59.93
6439910,2015/6/5 11:27,44,333.8,-22.5,3.717,3.699,36,34,19.95,59.98
7457011,2015/6/8 12:13,44,333.8,-22.5,3.718,3.7,36,34,19.97,60.05
9527421,2015/6/10 12:12,44,333.9,-22.5,3.717,3.7,36,34,19.99,60.1
9896500,2015/6/11 12:21,44,333.9,-22.5,3.718,3.7,36,34,20.01,60.15
5989562,2015/6/12 12:08,44.4,333.9,-22.5,3.717,3.699,36,34,20.02,60.2
6884824,2015/6/12 16:07,44.4,333.9,-22.5,3.717,3.7,36,34,20.04,60.25
6023290,2015/6/15 14:52,44.4,333.9,-22.5,3.718,3.7,36,34,20.06,60.31
6423844,2015/6/18 16:56,44.4,333.9,-22.5,3.718,3.7,36,34,20.07,60.35
3857488,2015/6/19 11:58,44.4,333.9,-22.5,3.718,3.7,36,34,20.09,60.41
8743977,2015/6/24 18:24,44.4,334.1,-22.5,3.719,3.7,36,34,20.11,60.46
4279497,2015/6/25 12:08,44.4,333.9,-22.5,3.719,3.7,36,34,20.13,60.51
5045295,2015/7/6 11:55,44.4,334.1,-22.5,3.72,3.701,36,34,20.14,60.56
9880417,2015/7/9 16:38,44.4,334.1,-22.5,3.719,3.701,36,34,20.16,60.61
6805893,2015/7/10 12:04,44.4,334.1,-22.5,3.72,3.701,36,34,20.18,60.66
1110654,2015/7/13 17:23,44.4,334.1,-22.5,3.72,3.702,36,34,20.19,60.72
3233105,2015/7/15 16:27,44.8,334.1,-22.5,3.721,3.701,36,34,20.21,60.78
6226785,2015/7/16 12:07,44.8,334.1,-22.5,3.72,3.702,36,34,20.24,60.83
3832752,2015/7/20 12:06,44.8,334.1,-22.5,3.721,3.702,36,34,20.25,60.88
8334038,2015/7/22 12:04,44.8,334.1,-22.5,3.72,3.702,36,34,20.26,60.93
3545322,2015/7/23 16:49,44.8,334.2,-22.5,3.721,3.703,36,34,20.29,60.98
1843168,2015/7/24 16:30,44.8,334.2,-22.5,3.722,3.703,36,34,20.3,61.03
4142358,2015/7/27 16:44,44.8,334.2,-22.5,3.722,3.703,36,34,20.31,61.07
8557649,2015/7/29 17:19,44.8,334.2,-22.5,3.722,3.703,36,34,20.33,61.12
5451498,2015/8/5 12:08,44.8,334.2,-22.5,3.722,3.703,36,34,20.36,61.2
4250277,2015/8/5 17:30,44.8,334.2,-22.5,3.722,3.703,36,34,20.37,61.25
8769669,2015/8/6 18:00,45.2,334.2,-22.5,3.722,3.703,36,34,20.39,61.3
5967021,2015/8/7 16:44,45.2,334.2,-22.5,3.722,3.703,36,34,20.4,61.34
5204762,2015/8/10 19:03,45.2,334.4,-22.5,3.724,3.704,36,34,20.43,61.41
2917209,2015/8/12 18:00,45.2,334.4,-22.5,3.723,3.704,36,34,20.44,61.46
5394131,2015/8/13 12:00,45.2,334.4,-22.5,3.723,3.704,36,34,20.46,61.51
3787349,2015/8/13 17:02,45.2,334.4,-22.5,3.723,3.704,36,34,20.47,61.56
2748453,2015/8/14 16:17,45.2,334.4,-22.5,3.724,3.705,36,34,20.49,61.61
9797634,2015/8/17 16:36,45.2,334.4,-22.5,3.723,3.705,36,34,20.51,61.66
5531772,2015/8/19 11:57,45.2,334.4,-22.5,3.724,3.705,36,34,20.52,61.71
7785588,2015/8/21 15:44,45.2,334.6,-22.5,3.724,3.704,36,34,20.54,61.76
2369739,2015/8/24 17:46,45.6,334.6,-22.5,3.724,3.706,36,34,20.56,61.81
9713675,2015/8/26 17:56,45.6,334.6,-22.5,3.725,3.706,36,34,20.58,61.87
3373978,2015/8/27 16:03,45.6,334.6,-22.5,3.725,3.705,36,34,20.59,61.92
5478194,2015/8/28 12:17,45.6,334.6,-22.5,3.725,3.705,36,34,20.62,61.97
2623814,2015/8/31 11:56,45.6,334.6,-22.5,3.725,3.707,36,34,20.63,62.02
8410552,2015/9/1 19:16,45.6,334.6,-22.5,3.726,3.706,36,34,20.65,62.1
8571933,2015/9/2 16:37,45.6,334.6,-22.5,3.726,3.705,36,34,20.67,62.12
9439604,2015/9/4 12:12,45.6,334.6,-22.5,3.726,3.706,36,34,20.68,62.17
5330202,2015/9/9 12:09,45.6,334.7,-22.5,3.726,3.706,36,34,20.7,62.22
1256513,2015/9/10 16:41,45.6,334.7,-22.5,3.727,3.707,36,34,20.72,62.29
1759817,2015/9/16 17:18,45.6,334.7,-22.5,3.726,3.707,36,34,20.74,62.34
5268132,2015/9/18 16:45,46,334.7,-22.5,3.726,3.708,36,34,20.75,62.39
8298812,2015/9/21 12:05,46,334.7,-22.5,3.727,3.707,36,34,20.77,62.44
7893802,2015/9/23 16:48,46,334.7,-22.5,3.727,3.708,36,34,20.79,62.5
6344803,2015/9/25 15:38,46,334.9,-22.5,3.726,3.707,36,34,20.81,62.56
6841926,2015/9/28 11:58,46,334.7,-22.5,3.728,3.708,36,34,20.82,62.61
6675184,2015/9/28 16:22,46,334.7,-22.5,3.728,3.708,36,34,20.84,62.66
1619067,2015/9/30 16:34,46,334.9,-22.5,3.728,3.708,36,34,20.86,62.71
3139818,2015/10/1 16:20,46,334.9,-22.5,3.729,3.71,36,34,20.88,62.77
4154424,2015/10/1 18:36,46,334.9,-22.5,3.729,3.709,36,34,20.89,62.81
3561535,2015/10/2 16:33,46,334.9,-22.5,3.729,3.709,36,34,20.91,62.87
6913472,2015/1/27 16:24,46.4,334.9,-22.5,3.729,3.709,36,34,20.93,62.92
3307095,2015/1/29 18:25,46.4,334.9,-22.5,3.729,3.71,36,34,20.95,62.97
2857338,2015/2/6 17:07,46.4,334.9,-22.5,3.73,3.709,36,34,20.96,63.02
3142998,2015/2/13 15:07,46.4,335,-22.5,3.73,3.71,36,34,20.98,63.07
3917056,2015/2/16 16:10,46.4,334.9,-22.5,3.73,3.71,36,34,21,63.14
2179276,2015/2/17 16:44,46.4,335,-22.5,3.73,3.71,36,34,21.02,63.19
1708592,2015/2/19 17:52,46.4,334.9,-22.5,3.731,3.71,36,34,21.03,63.24
4095785,2015/3/6 17:08,46.4,335,-22.5,3.731,3.71,36,34,21.05,63.29
9509605,2015/3/13 12:06,46.4,335,-22.5,3.731,3.711,36,34,21.08,63.35
5444734,2015/4/16 17:12,46.4,335,-22.5,3.731,3.711,36,34,21.08,63.39
5044762,2015/5/11 18:11,46.8,335.2,-22.5,3.732,3.712,36,34,21.1,63.45
5298764,2015/7/24 10:08,46.8,335.2,-22.5,3.732,3.711,36,34,21.12,63.5
4626003,2015/7/27 10:08,46.8,335.2,-22.5,3.732,3.711,36,34,21.14,63.55
1694224,2015/7/28 10:02,46.8,335.2,-22.5,3.733,3.711,36,34,21.16,63.6
5709799,2015/7/29 10:01,46.8,335.2,-22.5,3.733,3.712,36,34,21.17,63.65
5725046,2015/7/30 9:43,46.8,335.2,-22.5,3.732,3.712,36,34,21.19,63.72
6264625,2015/8/4 10:04,46.8,335.2,-22.5,3.733,3.712,36,34,21.21,63.77
6186658,2015/8/17 10:09,46.8,335.3,-22.5,3.733,3.711,36,34,21.23,63.82
4354267,2015/8/18 10:02,46.8,335.2,-22.5,3.734,3.713,36,34,21.24,63.87
5217499,2015/8/19 10:14,46.8,335.3,-22.5,3.734,3.713,36,34,21.26,63.94
9654115,2015/8/20 10:13,46.8,335.3,-22.5,3.734,3.713,36,34,21.28,63.99
6308629,2015/8/21 11:29,47.2,335.3,-22.5,3.734,3.713,36,34,21.3,64.04
8330681,2015/8/24 10:04,47.2,335.3,-22.5,3.735,3.713,36,34,21.31,64.09
7237024,2015/8/25 10:29,47.2,335.3,-22.5,3.734,3.713,36,34,21.33,64.14
7768340,2015/8/26 10:37,47.2,335.5,-22.5,3.736,3.715,36,34,21.35,64.18999
2877984,2015/8/27 10:46,47.2,335.5,-22.5,3.736,3.714,36,34,21.36,64.24
1497996,2015/8/28 11:12,47.2,335.5,-22.5,3.736,3.714,36,34,21.39,64.3
3166684,2015/9/1 9:58,47.2,335.5,-22.5,3.737,3.715,36,34,21.41,64.35
6834846,2015/9/2 11:14,47.2,335.5,-22.5,3.736,3.714,36,34,21.43,64.42
4354197,2015/9/3 11:12,47.2,335.5,-22.5,3.736,3.714,36,34,21.44,64.47
5831697,2015/9/4 11:32,47.2,335.5,-22.5,3.737,3.715,36,34,21.46,64.52
3655295,2015/9/8 11:16,47.6,335.7,-22.5,3.737,3.715,36,34,21.48,64.57
9004691,2015/9/9 10:51,47.6,335.5,-22.5,3.737,3.716,36,34,21.49,64.62
1044216,2015/9/10 10:47,47.6,335.7,-22.5,3.738,3.715,36,34,21.51,64.67
9465843,2015/9/11 10:45,47.6,335.7,-22.5,3.738,3.716,36,34,21.53,64.72
2963572,2015/9/14 10:42,47.6,335.7,-22.5,3.738,3.716,36,34,21.55,64.78
9013018,2015/9/15 10:52,47.6,335.7,-22.5,3.739,3.716,36,34,21.56,64.83
1687523,2015/9/16 10:34,47.6,335.7,-22.5,3.738,3.716,36,34,21.58,64.88
5485294,2015/9/17 10:53,47.6,335.8,-22.5,3.739,3.716,36,34,21.6,64.95
1800903,2015/9/22 10:43,47.6,335.8,-22.5,3.74,3.716,36,34,21.62,65
8873445,2015/9/23 12:03,47.6,335.8,-22.5,3.74,3.717,36,34,21.64,65.05
6171272,2015/9/24 10:43,48,335.8,-22.5,3.74,3.718,36,34,21.65,65.1
8074367,2015/9/25 10:48,48,335.8,-22.5,3.74,3.717,36,34,21.67,65.16
9458057,2015/9/28 10:04,48,335.8,-22.5,3.741,3.718,36,34,21.69,65.21
4489591,2015/9/29 11:01,48,336,-22.5,3.741,3.718,36,34,21.71,65.26
3366302,2015/9/30 10:45,48,335.8,-22.5,3.74,3.718,36,34,21.72,65.32
4596442,2015/10/1 11:39,48,336,-22.5,3.742,3.718,36,34,21.74,65.37
7017207,2015/10/2 11:20,48,336,-22.5,3.742,3.719,36,34,21.76,65.42
9531439,2015/1/15 16:02,48,336,-22.5,3.742,3.719,36,34,21.78,65.48
4756166,2015/5/7 20:02,48,336,-22.5,3.742,3.719,36,34,21.79,65.53
2290411,2015/5/8 12:26,48,336.1,-22.5,3.742,3.719,36,34,21.82,65.58
1957117,2015/5/11 11:41,48.4,336,-22.5,3.743,3.719,36,34,21.84,65.65
8845048,2015/5/12 11:56,48.4,336.1,-22.5,3.744,3.719,36,34,21.85,65.7
6838969,2015/5/13 12:18,48.4,336.1,-22.5,3.743,3.72,36,34,21.87,65.75
1609567,2015/5/14 16:34,48.4,336.1,-22.5,3.743,3.721,36,34,21.89,65.8
2591573,2015/5/15 12:37,48.4,336.1,-22.5,3.744,3.72,36,34,21.9,65.85
3519738,2015/5/18 14:05,48.4,336.3,-22.5,3.744,3.72,36,34,21.92,65.91
8950369,2015/6/5 16:33,48.4,336.1,-22.5,3.745,3.721,36,34,21.94,65.95
8001601,2015/6/9 12:20,48.4,336.1,-22.5,3.744,3.721,36,34,21.96,66.01
7682158,2015/6/10 12:18,48.4,336.3,-22.5,3.745,3.721,36,34,21.97,66.06
8716416,2015/6/11 12:52,48.4,336.3,-22.5,3.745,3.722,36,34,22,66.13
2230641,2015/6/12 12:00,48.8,336.3,-22.5,3.746,3.722,36,34,22.01,66.18
4758378,2015/6/22 13:20,48.8,336.4,-22.5,3.746,3.722,36,34,22.03,66.23
