esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah),source
200037329,2.02E+13,58.77,343.5,-22.5,3.823,3.797,37,40,26.07,78.38,synth
200037330,2.02E+13,32.36,332.8,-22.5,3.706,3.69,34,33,18.91,56.84,synth
200037331,2.02E+13,47.19,335.8,-22.5,3.74,3.718,29,30,21.65,65.1,synth
200037332,2.02E+13,49.05,339.1,-22.5,3.776,3.746,31,35,23.55,70.8,synth
200037333,2.02E+13,48.63,331.9,-22.5,3.697,3.681,30,35,17.86,53.68,synth
200037334,2.02E+13,44.78,331.1,-22.5,3.686,3.672,28,33,16.73,50.29,synth
200037335,2.02E+13,21.14,327.5,-22.5,3.648,3.636,32,27,10.73,32.26,synth
200037336,2.02E+13,20.68,328.5,-22.5,3.658,3.646,32,32,12.31,37.03,synth
200037337,2.02E+13,60.74,354.9,-22.5,3.95,3.92,36,29,32.17,96.71,synth
200037338,2.02E+13,51.68,333.9,-22.5,3.718,3.7,31,33,20.07,60.35,synth
200037339,2.02E+13,56.57,342.7,-22.5,3.816,3.789,38,40,25.68,77.2,synth
200037340,2.02E+13,58.10,354.7,-22.5,3.947,3.918,40,32,32.07,96.4,synth
200037341,2.02E+13,40.66,333.8,-22.5,3.717,3.698,40,32,19.93,59.93,synth
200037342,2.02E+13,21.76,328.9,-22.5,3.662,3.65,34,27,13.09,39.37,synth
200037343,2.02E+13,58.12,335.2,-22.5,3.732,3.711,37,29,21.14,63.55,synth
200037344,2.02E+13,89.79,357.8,-22.5,3.982,3.953,42,39,33.68,101.25,synth
200037345,2.02E+13,25.42,329.1,-22.5,3.664,3.652,32,27,13.45,40.45,synth
200037346,2.02E+13,76.58,348.6,-22.5,3.881,3.852,42,39,28.84,86.71,synth
200037347,2.02E+13,84.63,356.6,-22.5,3.969,3.94,32,32,33.08,99.46,synth
200037348,2.02E+13,26.41,327.4,-22.5,3.644,3.632,38,29,10.14,30.49,synth
200037349,2.02E+13,35.53,334.1,-22.5,3.72,3.701,35,32,20.14,60.56,synth
200037350,2.02E+13,47.23,342.7,-22.5,3.816,3.789,30,30,25.7,77.28,synth
200037351,2.02E+13,55.58,356.1,-22.5,3.963,3.935,41,41,32.83,98.71,synth
200037352,2.02E+13,36.93,333.2,-22.5,3.708,3.692,39,38,19.16,57.6,synth
200037353,2.02E+13,21.75,328.5,-22.5,3.657,3.645,38,26,12.16,36.57,synth
200037354,2.02E+13,16.26,324.9,-22.5,3.618,3.6,30,36,7.64,22.98,synth
200037355,2.02E+13,40.02,330,-22.5,3.674,3.661,36,30,14.98,45.04,synth
200037356,2.02E+13,71.27,351.4,-22.5,3.912,3.883,32,32,30.37,91.31,synth
200037357,2.02E+13,82.23,353.2,-22.5,3.929,3.901,37,29,31.23,93.91,synth
200037358,2.02E+13,52.89,346.9,-22.5,3.862,3.834,42,28,27.96,84.07,synth
200037359,2.02E+13,46.00,332.1,-22.5,3.696,3.681,40,33,17.91,53.85,synth
200037360,2.02E+13,68.54,356.6,-22.5,3.97,3.94,32,32,33.1,99.52,synth
200037361,2.02E+13,28.40,329.1,-22.5,3.664,3.653,34,31,13.44,40.4,synth
200037362,2.02E+13,19.86,328,-22.5,3.652,3.64,29,25,11.33,34.07,synth
200037363,2.02E+13,74.67,357.4,-22.5,3.978,3.949,30,41,33.51,100.74,synth
200037364,2.02E+13,57.67,348,-22.5,3.873,3.845,42,34,28.5,85.68999,synth
200037365,2.02E+13,17.57,325.3,-22.5,3.625,3.607,28,33,8.01,24.09,synth
200037366,2.02E+13,14.00,324.7,-22.5,3.617,3.598,36,30,7.52,22.61,synth
200037367,2.02E+13,60.85,358,-22.5,3.984,3.954,40,41,33.76,101.5,synth
200037368,2.02E+13,25.24,329.1,-22.5,3.664,3.652,35,25,13.34,40.09,synth
200037369,2.02E+13,59.09,341.8,-22.5,3.805,3.778,43,33,25.07,75.37,synth
200037370,2.02E+13,65.25,341.3,-22.5,3.801,3.773,39,28,24.84,74.68999,synth
200037371,2.02E+13,42.71,330.5,-22.5,3.681,3.666,33,29,15.84,47.61,synth
200037372,2.02E+13,26.48,327.8,-22.5,3.651,3.639,32,31,11.21,33.7,synth
200037373,2.02E+13,79.52,350.7,-22.5,3.903,3.875,35,35,29.96,90.06,synth
200037374,2.02E+13,20.24,327.1,-22.5,3.641,3.629,27,34,9.66,29.07,synth
200037375,2.02E+13,59.45,336.6,-22.5,3.749,3.724,41,33,22.19,66.71,synth
200037376,2.02E+13,35.65,332.1,-22.5,3.697,3.682,28,35,17.87,53.73,synth
200037377,2.02E+13,54.02,335.5,-22.5,3.737,3.716,37,29,21.49,64.62,synth
200037378,2.02E+13,34.56,328.8,-22.5,3.661,3.649,35,31,12.9,38.81,synth
200037379,2.02E+13,58.66,351.1,-22.5,3.908,3.879,42,31,30.18,90.73,synth
200037380,2.02E+13,43.25,340.3,-22.5,3.791,3.762,32,35,24.26,72.93,synth
200037381,2.02E+13,23.13,326.4,-22.5,3.635,3.618,35,29,8.809999,26.5,synth
200037382,2.02E+13,51.47,348,-22.5,3.873,3.845,32,36,28.5,85.68999,synth
200037383,2.02E+13,50.97,334.9,-22.5,3.729,3.709,41,39,20.93,62.92,synth
200037384,2.02E+13,33.95,330.2,-22.5,3.675,3.662,27,30,15.23,45.77,synth
200037385,2.02E+13,33.59,330,-22.5,3.674,3.662,31,36,15.05,45.25,synth
200037386,2.02E+13,21.10,328.5,-22.5,3.657,3.644,30,32,12.08,36.34,synth
200037387,2.02E+13,49.49,338.2,-22.5,3.766,3.737,36,31,23.03,69.24,synth
200037388,2.02E+13,24.43,328,-22.5,3.652,3.639,36,37,11.34,34.12,synth
200037389,2.02E+13,31.99,331.3,-22.5,3.689,3.674,31,37,16.9,50.8,synth
200037390,2.02E+13,16.94,327.4,-22.5,3.644,3.632,38,35,10.18,30.61,synth
200037391,2.02E+13,32.28,328.9,-22.5,3.662,3.65,37,31,12.99,39.05,synth
200037392,2.02E+13,64.30,354.4,-22.5,3.945,3.917,36,28,31.97,96.1,synth
200037393,2.02E+13,52.94,335,-22.5,3.73,3.71,29,31,21.02,63.19,synth
200037394,2.02E+13,43.82,335.2,-22.5,3.732,3.711,43,35,21.14,63.55,synth
200037395,2.02E+13,15.79,324.4,-22.5,3.614,3.596,28,25,7.39,22.22,synth
200037396,2.02E+13,49.36,333.8,-22.5,3.717,3.698,30,38,19.93,59.93,synth
200037397,2.02E+13,45.54,335,-22.5,3.731,3.711,31,36,21.08,63.39,synth
200037398,2.02E+13,60.23,348.3,-22.5,3.878,3.85,35,38,28.75,86.41,synth
200037399,2.02E+13,51.15,352.1,-22.5,3.919,3.89,33,39,30.73,92.38,synth
200037400,2.02E+13,53.88,335.5,-22.5,3.736,3.714,39,32,21.43,64.42,synth
200037401,2.02E+13,42.32,332.7,-22.5,3.704,3.689,36,37,18.77,56.42,synth
200037402,2.02E+13,52.54,351.9,-22.5,3.915,3.887,37,36,30.57,91.91,synth
200037403,2.02E+13,13.85,325.7,-22.5,3.628,3.61,30,28,8.17,24.56,synth
200037404,2.02E+13,70.89,347.5,-22.5,3.869,3.841,37,41,28.31,85.1,synth
200037405,2.02E+13,29.46,327.7,-22.5,3.648,3.636,30,35,10.68,32.11,synth
200037406,2.02E+13,27.44,329.2,-22.5,3.666,3.653,37,37,13.73,41.28,synth
200037407,2.02E+13,34.10,330.8,-22.5,3.684,3.671,37,38,16.28,48.96,synth
200037408,2.02E+13,91.85,358.6,-22.5,3.992,3.963,39,31,34.15,102.66,synth
200037409,2.02E+13,67.86,346.3,-22.5,3.854,3.827,34,34,27.6,82.95,synth
200037410,2.02E+13,51.06,333,-22.5,3.708,3.692,31,39,19.14,57.55,synth
200037411,2.02E+13,62.49,350.2,-22.5,3.898,3.869,36,34,29.67,89.2,synth
200037412,2.02E+13,69.05,348.3,-22.5,3.878,3.85,41,39,28.72,86.36,synth
200037413,2.02E+13,47.19,333.6,-22.5,3.715,3.698,42,29,19.78,59.46,synth
200037414,2.02E+13,34.53,331.6,-22.5,3.691,3.677,30,27,17.31,52.05,synth
200037415,2.02E+13,27.85,327.5,-22.5,3.647,3.635,39,29,10.58,31.79,synth
200037416,2.02E+13,15.42,323.8,-22.5,3.607,3.588,29,31,7.05,21.18,synth
200037417,2.02E+13,16.22,326.9,-22.5,3.64,3.626,32,34,9.48,28.5,synth
200037418,2.02E+13,68.84,354.1,-22.5,3.94,3.911,33,40,31.73,95.38,synth
200037419,2.02E+13,59.57,338.6,-22.5,3.769,3.74,32,33,23.23,69.84,synth
200037420,2.02E+13,62.71,346,-22.5,3.852,3.824,35,38,27.46,82.55,synth
200037421,2.02E+13,66.23,355.8,-22.5,3.961,3.931,40,38,32.68,98.24,synth
200037422,2.02E+13,52.52,343.9,-22.5,3.829,3.802,41,29,26.32,79.13,synth
200037423,2.02E+13,38.65,330.3,-22.5,3.677,3.664,32,32,15.39,46.28,synth
200037424,2.02E+13,40.99,336.1,-22.5,3.744,3.721,32,32,21.96,66.01,synth
200037425,2.02E+13,56.62,334.6,-22.5,3.724,3.706,41,33,20.56,61.81,synth
200037426,2.02E+13,29.25,329.7,-22.5,3.671,3.659,39,34,14.51,43.61,synth
200037427,2.02E+13,18.85,324.2,-22.5,3.611,3.591,33,30,7.22,21.7,synth
200037428,2.02E+13,21.35,326.9,-22.5,3.64,3.626,35,25,9.55,28.7,synth
200037429,2.02E+13,26.14,327.5,-22.5,3.647,3.635,36,30,10.61,31.91,synth
200037430,2.02E+13,41.96,340.7,-22.5,3.794,3.765,32,38,24.43,73.46,synth
200037431,2.02E+13,29.83,328.9,-22.5,3.662,3.649,32,26,12.98,39,synth
200037432,2.02E+13,66.76,351.4,-22.5,3.912,3.883,42,37,30.37,91.31,synth
200037433,2.02E+13,48.77,341,-22.5,3.798,3.769,34,34,24.67,74.16,synth
200037434,2.02E+13,26.35,330.3,-22.5,3.677,3.664,31,27,15.46,46.48,synth
200037435,2.02E+13,40.90,335.2,-22.5,3.732,3.712,35,36,21.1,63.45,synth
200037436,2.02E+13,14.31,324.2,-22.5,3.611,3.592,26,36,7.2,21.65,synth
200037437,2.02E+13,17.61,325.8,-22.5,3.628,3.61,37,29,8.23,24.76,synth
200037438,2.02E+13,31.82,329.2,-22.5,3.666,3.653,28,35,13.62,40.96,synth
200037439,2.02E+13,55.97,336,-22.5,3.742,3.719,31,40,21.78,65.48,synth
200037440,2.02E+13,58.10,340,-22.5,3.786,3.757,31,36,24.03,72.24,synth
200037441,2.02E+13,55.08,340.7,-22.5,3.793,3.764,36,33,24.42,73.41,synth
200037442,2.02E+13,46.42,338.2,-22.5,3.766,3.737,35,36,23.07,69.35,synth
200037443,2.02E+13,36.24,329.9,-22.5,3.673,3.661,39,35,14.89,44.79,synth
200037444,2.02E+13,75.06,351.6,-22.5,3.913,3.885,33,38,30.42,91.43999,synth
200037445,2.02E+13,70.17,346.8,-22.5,3.862,3.834,41,39,27.93,83.97,synth
200037446,2.02E+13,25.01,328,-22.5,3.652,3.639,33,34,11.4,34.29,synth
200037447,2.02E+13,41.83,335.8,-22.5,3.74,3.716,31,34,21.62,65,synth
200037448,2.02E+13,63.79,342.1,-22.5,3.808,3.781,35,35,25.29,76.04,synth
200037449,2.02E+13,48.87,342.7,-22.5,3.816,3.789,38,39,25.68,77.2,synth
200037450,2.02E+13,47.75,346,-22.5,3.851,3.823,30,33,27.42,82.43999,synth
200037451,2.02E+13,30.82,331.7,-22.5,3.694,3.679,29,27,17.58,52.87,synth
200037452,2.02E+13,19.25,324.2,-22.5,3.612,3.593,34,35,7.27,21.85,synth
200037453,2.02E+13,22.30,328.6,-22.5,3.658,3.647,36,31,12.44,37.39,synth
200037454,2.02E+13,23.35,326,-22.5,3.63,3.613,36,34,8.42,25.32,synth
200037455,2.02E+13,41.04,331.3,-22.5,3.688,3.673,28,33,16.83,50.61,synth
200037456,2.02E+13,60.28,346.3,-22.5,3.854,3.827,39,30,27.6,82.95,synth
200037457,2.02E+13,56.90,357.7,-22.5,3.981,3.952,30,35,33.64,101.14,synth
200037458,2.02E+13,65.38,340,-22.5,3.787,3.758,36,29,24.09,72.45,synth
200037459,2.02E+13,27.02,328.5,-22.5,3.657,3.646,35,27,12.26,36.87,synth
200037460,2.02E+13,29.30,327.5,-22.5,3.647,3.635,39,31,10.63,31.96,synth
200037461,2.02E+13,51.15,336.6,-22.5,3.749,3.725,39,30,22.23,66.81,synth
200037462,2.02E+13,85.16,352.5,-22.5,3.924,3.896,30,34,30.97,93.09,synth
200037463,2.02E+13,51.75,342.2,-22.5,3.809,3.783,37,37,25.33,76.15,synth
200037464,2.02E+13,60.46,352.1,-22.5,3.917,3.89,30,39,30.67,92.21,synth
200037465,2.02E+13,51.89,342.4,-22.5,3.811,3.784,40,30,25.43,76.47,synth
200037466,2.02E+13,76.93,352.7,-22.5,3.925,3.897,44,34,31.03,93.29,synth
200037467,2.02E+13,50.74,348.9,-22.5,3.885,3.857,40,36,29.08,87.42,synth
200037468,2.02E+13,37.72,332.7,-22.5,3.704,3.689,35,26,18.77,56.42,synth
200037469,2.02E+13,19.95,326.7,-22.5,3.636,3.622,33,31,9.099999,27.37,synth
200037470,2.02E+13,59.21,350.2,-22.5,3.899,3.87,36,39,29.72,89.35,synth
200037471,2.02E+13,72.19,348,-22.5,3.874,3.846,34,30,28.52,85.74,synth
200037472,2.02E+13,63.43,342.2,-22.5,3.809,3.783,32,29,25.33,76.15,synth
200037473,2.02E+13,76.67,348.8,-22.5,3.882,3.855,38,35,28.96,87.06,synth
200037474,2.02E+13,21.38,325.5,-22.5,3.625,3.607,34,26,8.05,24.21,synth
200037475,2.02E+13,62.40,353.3,-22.5,3.932,3.904,33,31,31.38,94.32,synth
200037476,2.02E+13,57.80,338,-22.5,3.765,3.736,39,29,22.97,69.07,synth
200037477,2.02E+13,67.70,345.3,-22.5,3.845,3.817,39,34,27.14,81.57,synth
200037478,2.02E+13,51.69,333.5,-22.5,3.714,3.697,41,29,19.66,59.1,synth
200037479,2.02E+13,28.59,328.8,-22.5,3.662,3.649,28,35,12.92,38.84,synth
200037480,2.02E+13,45.88,345.7,-22.5,3.847,3.82,31,38,27.24,81.89,synth
200037481,2.02E+13,57.87,346.6,-22.5,3.858,3.83,38,32,27.76,83.46,synth
200037482,2.02E+13,16.64,327.1,-22.5,3.643,3.63,33,31,9.83,29.58,synth
200037483,2.02E+13,37.03,331.6,-22.5,3.692,3.678,28,33,17.33,52.1,synth
200037484,2.02E+13,79.54,357.7,-22.5,3.982,3.952,36,33,33.65,101.19,synth
200037485,2.02E+13,78.09,355.3,-22.5,3.955,3.925,42,31,32.4,97.41,synth
200037486,2.02E+13,16.59,325,-22.5,3.621,3.602,27,29,7.72,23.23,synth
200037487,2.02E+13,26.84,327.2,-22.5,3.644,3.63,34,28,10.02,30.15,synth
200037488,2.02E+13,28.71,328.5,-22.5,3.657,3.645,26,33,12.18,36.61,synth
200037489,2.02E+13,22.63,328.8,-22.5,3.661,3.649,37,37,12.9,38.81,synth
200037490,2.02E+13,67.57,356.9,-22.5,3.973,3.943,40,31,33.25,99.97,synth
200037491,2.02E+13,25.44,328.9,-22.5,3.662,3.65,31,37,12.95,38.96,synth
200037492,2.02E+13,25.72,327.8,-22.5,3.651,3.639,37,30,11.07,33.29,synth
200037493,2.02E+13,24.35,328.5,-22.5,3.657,3.646,38,38,12.28,36.92,synth
200037494,2.02E+13,64.75,352.7,-22.5,3.925,3.898,29,34,31.05,93.34,synth
200037495,2.02E+13,24.04,329.1,-22.5,3.664,3.653,37,30,13.51,40.62,synth
200037496,2.02E+13,50.25,338.6,-22.5,3.77,3.74,32,40,23.25,69.89,synth
200037497,2.02E+13,39.15,331.3,-22.5,3.687,3.673,35,39,16.85,50.66,synth
200037498,2.02E+13,67.04,341.1,-22.5,3.797,3.768,34,38,24.63,74.06,synth
200037499,2.02E+13,28.02,328,-22.5,3.653,3.64,32,33,11.44,34.39,synth
200037500,2.02E+13,67.56,352.4,-22.5,3.922,3.893,34,39,30.84,92.72,synth
200037501,2.02E+13,43.87,341.8,-22.5,3.805,3.776,32,33,25.05,75.32,synth
200037502,2.02E+13,51.08,346.1,-22.5,3.854,3.826,41,36,27.54,82.8,synth
200037503,2.02E+13,44.24,342.1,-22.5,3.808,3.781,39,40,25.29,76.04,synth
200037504,2.02E+13,79.84,357.4,-22.5,3.976,3.947,39,41,33.42,100.48,synth
200037505,2.02E+13,32.95,328.6,-22.5,3.66,3.647,33,26,12.64,38.01,synth
200037506,2.02E+13,83.89,354.6,-22.5,3.946,3.918,29,28,32.03,96.3,synth
200037507,2.02E+13,39.68,331.6,-22.5,3.693,3.679,39,31,17.5,52.6,synth
200037508,2.02E+13,81.75,353.2,-22.5,3.929,3.901,34,37,31.23,93.91,synth
200037509,2.02E+13,60.51,340.2,-22.5,3.787,3.757,41,35,24.08,72.39,synth
200037510,2.02E+13,58.23,357.7,-22.5,3.981,3.951,34,29,33.63,101.09,synth
200037511,2.02E+13,30.57,331.7,-22.5,3.693,3.68,28,37,17.63,53.02,synth
200037512,2.02E+13,15.12,325.5,-22.5,3.625,3.607,39,30,8.05,24.21,synth
200037513,2.02E+13,77.22,358.2,-22.5,3.986,3.957,41,29,33.89,101.9,synth
200037514,2.02E+13,20.69,328.2,-22.5,3.654,3.64,30,33,11.5,34.58,synth
200037515,2.02E+13,55.78,341.8,-22.5,3.806,3.779,37,32,25.15,75.62,synth
200037516,2.02E+13,35.55,329.2,-22.5,3.666,3.653,40,34,13.62,40.96,synth
200037517,2.02E+13,77.03,350.7,-22.5,3.903,3.875,35,38,29.97,90.11,synth
200037518,2.02E+13,23.02,328.8,-22.5,3.661,3.648,39,35,12.76,38.38,synth
200037519,2.02E+13,27.21,327.5,-22.5,3.648,3.635,38,25,10.65,32.04,synth
200037520,2.02E+13,41.91,330.5,-22.5,3.681,3.667,36,35,15.91,47.83,synth
200037521,2.02E+13,13.91,326,-22.5,3.63,3.613,38,36,8.349999,25.13,synth
200037522,2.02E+13,26.90,330.5,-22.5,3.68,3.666,36,38,15.79,47.47,synth
200037523,2.02E+13,38.01,334.1,-22.5,3.72,3.702,29,30,20.24,60.83,synth
200037524,2.02E+13,26.34,328.6,-22.5,3.657,3.646,27,27,12.36,37.18,synth
200037525,2.02E+13,31.30,331.6,-22.5,3.693,3.679,34,33,17.5,52.6,synth
200037526,2.02E+13,23.64,327.5,-73.70001,3.661,3.625,38,33,9.02,27.14,synth
200037527,2.02E+13,16.44,325.8,-22.5,3.628,3.609,27,31,8.22,24.71,synth
200037528,2.02E+13,43.34,332.8,-22.5,3.706,3.69,28,34,18.91,56.84,synth
200037529,2.02E+13,62.75,358.5,-22.5,3.989,3.96,33,33,34.04,102.32,synth
200037530,2.02E+13,61.10,356.1,-22.5,3.963,3.933,36,39,32.79,98.59,synth
200037531,2.02E+13,52.77,344.3,-22.5,3.833,3.805,34,35,26.55,79.81,synth
200037532,2.02E+13,41.85,341.3,-22.5,3.799,3.771,42,35,24.77,74.47,synth
200037533,2.02E+13,32.75,330.5,-22.5,3.679,3.665,29,32,15.64,47,synth
200037534,2.02E+13,23.43,329.2,-22.5,3.665,3.654,27,28,13.54,40.7,synth
200037535,2.02E+13,25.48,326.9,-22.5,3.641,3.626,36,36,9.58,28.8,synth
200037536,2.02E+13,41.92,341,-22.5,3.795,3.767,36,35,24.58,73.89,synth
200037537,2.02E+13,30.87,331.1,-22.5,3.686,3.672,40,26,16.59,49.88,synth
200037538,2.02E+13,74.65,348.8,-22.5,3.882,3.855,41,37,28.98,87.11,synth
200037539,2.02E+13,64.83,356.8,-22.5,3.971,3.943,39,33,33.22,99.87,synth
200037540,2.02E+13,51.68,342.2,-22.5,3.81,3.783,37,35,25.36,76.25,synth
200037541,2.02E+13,21.99,328.3,-22.5,3.656,3.644,36,30,12.04,36.2,synth
200037542,2.02E+13,19.49,325.7,-22.5,3.628,3.61,32,24,8.2,24.68,synth
200037543,2.02E+13,53.72,348,-22.5,3.874,3.847,37,39,28.57,85.89,synth
200037544,2.02E+13,54.57,354.4,-22.5,3.944,3.915,32,34,31.9,95.9,synth
200037545,2.02E+13,22.91,328.2,-22.5,3.654,3.641,38,33,11.64,35,synth
200037546,2.02E+13,17.48,327.2,-22.5,3.644,3.63,27,28,10.02,30.15,synth
200037547,2.02E+13,53.12,336.1,-22.5,3.742,3.719,40,34,21.82,65.58,synth
200037548,2.02E+13,46.33,335.5,-22.5,3.736,3.714,29,30,21.36,64.24,synth
200037549,2.02E+13,35.56,329.1,-22.5,3.665,3.651,28,30,13.4,40.29,synth
200037550,2.02E+13,40.27,331,-22.5,3.685,3.672,37,26,16.56,49.79,synth
200037551,2.02E+13,34.34,329.2,-22.5,3.665,3.654,30,32,13.54,40.7,synth
200037552,2.02E+13,55.22,344.4,-22.5,3.834,3.807,41,40,26.6,79.96,synth
200037553,2.02E+13,30.64,329.4,-22.5,3.667,3.655,35,27,13.97,42,synth
200037554,2.02E+13,70.42,347.4,-22.5,3.867,3.838,36,32,28.18,84.73,synth
200037555,2.02E+13,27.79,330.5,-22.5,3.678,3.666,38,32,15.66,47.1,synth
200037556,2.02E+13,54.63,352.4,-22.5,3.922,3.893,31,36,30.86,92.77,synth
200037557,2.02E+13,76.04,356.8,-22.5,3.971,3.943,33,40,33.22,99.87,synth
200037558,2.02E+13,20.45,324.7,-22.5,3.617,3.598,29,34,7.52,22.61,synth
200037559,2.02E+13,61.69,348.2,-22.5,3.876,3.847,37,37,28.6,85.99,synth
200037560,2.02E+13,55.73,345.8,-22.5,3.85,3.823,30,34,27.39,82.34,synth
200037561,2.02E+13,18.28,326.1,-22.5,3.633,3.615,36,37,8.59,25.84,synth
200037562,2.02E+13,66.42,352.5,-22.5,3.924,3.896,31,33,30.94,93.04,synth
200037563,2.02E+13,78.63,358.2,-22.5,3.986,3.957,39,35,33.89,101.9,synth
200037564,2.02E+13,15.03,326.1,-22.5,3.632,3.614,28,30,8.53,25.64,synth
200037565,2.02E+13,24.11,329.6,-22.5,3.67,3.657,32,36,14.35,43.14,synth
200037566,2.02E+13,34.77,334.6,-22.5,3.726,3.706,38,37,20.65,62.1,synth
200037567,2.02E+13,15.98,325.5,-22.5,3.625,3.607,34,37,8.05,24.21,synth
200037568,2.02E+13,52.43,344.4,-22.5,3.835,3.808,38,40,26.63,80.06,synth
200037569,2.02E+13,15.03,326.4,-22.5,3.636,3.619,30,33,8.88,26.7,synth
200037570,2.02E+13,90.74,356.9,-22.5,3.973,3.944,42,33,33.27,100.02,synth
200037571,2.02E+13,40.81,330.7,-22.5,3.68,3.668,33,29,15.94,47.93,synth
200037572,2.02E+13,60.60,337.4,-22.5,3.758,3.731,36,28,22.66,68.11,synth
200037573,2.02E+13,60.30,336.8,-22.5,3.751,3.725,39,31,22.26,66.93,synth
200037574,2.02E+13,45.10,344.4,-22.5,3.834,3.806,37,37,26.58,79.91,synth
200037575,2.02E+13,50.94,334.1,-22.5,3.72,3.702,34,35,20.24,60.83,synth
200037576,2.02E+13,44.68,331.4,-22.5,3.691,3.675,36,27,17.17,51.64,synth
200037577,2.02E+13,17.94,325.5,-22.5,3.625,3.607,29,28,8.03,24.15,synth
200037578,2.02E+13,44.82,331.6,-22.5,3.692,3.677,32,31,17.36,52.21,synth
200037579,2.02E+13,34.46,333.5,-22.5,3.712,3.696,36,32,19.56,58.8,synth
200037580,2.02E+13,46.91,342.1,-22.5,3.809,3.782,36,33,25.32,76.1,synth
200037581,2.02E+13,24.24,326.6,-22.5,3.637,3.621,28,29,9.139999,27.47,synth
200037582,2.02E+13,49.10,339.1,-22.5,3.776,3.746,37,30,23.55,70.8,synth
200037583,2.02E+13,19.97,327.1,-22.5,3.642,3.629,31,30,9.75,29.31,synth
200037584,2.02E+13,42.61,342.8,-22.5,3.817,3.79,41,41,25.73,77.35,synth
200037585,2.02E+13,30.95,329.2,-22.5,3.666,3.654,30,27,13.8,41.48,synth
200037586,2.02E+13,58.67,343.2,-22.5,3.82,3.793,38,41,25.9,77.86,synth
200037587,2.02E+13,72.54,354.1,-22.5,3.94,3.911,37,30,31.73,95.38,synth
200037588,2.02E+13,54.36,343,-22.5,3.818,3.79,33,33,25.76,77.45,synth
200037589,2.02E+13,35.22,328.9,-22.5,3.663,3.65,38,29,13.13,39.47,synth
200037590,2.02E+13,58.99,339.7,-22.5,3.784,3.753,30,36,23.87,71.76,synth
200037591,2.02E+13,49.70,335.8,-22.5,3.74,3.717,31,40,21.67,65.16,synth
200037592,2.02E+13,31.43,330.8,-22.5,3.682,3.669,37,27,16.18,48.65,synth
200037593,2.02E+13,77.35,355.3,-22.5,3.955,3.925,37,40,32.43,97.48,synth
200037594,2.02E+13,25.39,329.2,-22.5,3.666,3.654,30,30,13.72,41.23,synth
200037595,2.02E+13,23.84,328.3,-22.5,3.656,3.644,31,36,12.06,36.25,synth
200037596,2.02E+13,25.45,328.3,-22.5,3.656,3.644,38,27,12.02,36.15,synth
200037597,2.02E+13,70.78,344.9,-22.5,3.839,3.812,33,35,26.83,80.67,synth
200037598,2.02E+13,66.81,342.2,-22.5,3.81,3.783,42,38,25.35,76.2,synth
200037599,2.02E+13,24.95,326.9,-22.5,3.64,3.625,26,29,9.41,28.3,synth
200037600,2.02E+13,64.59,344.7,-22.5,3.838,3.811,41,31,26.82,80.62,synth
200037601,2.02E+13,43.50,338.6,-22.5,3.772,3.741,30,40,23.3,70.05,synth
200037602,2.02E+13,68.71,351.4,-22.5,3.911,3.883,34,38,30.35,91.23,synth
200037603,2.02E+13,59.63,346.3,-22.5,3.854,3.827,39,34,27.6,82.95,synth
200037604,2.02E+13,62.88,339.9,-22.5,3.785,3.756,38,40,24.02,72.2,synth
200037605,2.02E+13,27.27,327.2,-22.5,3.644,3.63,32,29,9.99,30.05,synth
200037606,2.02E+13,47.49,331.7,-22.5,3.694,3.679,35,31,17.67,53.12,synth
200037607,2.02E+13,44.68,339.6,-22.5,3.781,3.751,40,38,23.73,71.33,synth
200037608,2.02E+13,38.25,333.8,-22.5,3.716,3.698,34,33,19.88,59.78,synth
200037609,2.02E+13,16.96,326.7,-22.5,3.638,3.624,37,26,9.29,27.93,synth
200037610,2.02E+13,17.90,327.5,-22.5,3.647,3.634,27,27,10.45,31.44,synth
200037611,2.02E+13,65.65,341.9,-22.5,3.807,3.78,40,30,25.17,75.68999,synth
200037612,2.02E+13,36.55,329.9,-22.5,3.673,3.66,30,34,14.72,44.28,synth
200037613,2.02E+13,25.94,328.3,-22.5,3.655,3.643,29,26,11.92,35.83,synth
200037614,2.02E+13,46.39,332.1,-22.5,3.697,3.682,38,29,18.06,54.3,synth
200037615,2.02E+13,30.32,331.6,-22.5,3.692,3.678,33,32,17.33,52.1,synth
200037616,2.02E+13,35.16,333,-22.5,3.708,3.692,38,30,19.11,57.45,synth
200037617,2.02E+13,49.52,345,-22.5,3.841,3.813,41,39,26.92,80.93,synth
200037618,2.02E+13,54.22,339.3,-22.5,3.777,3.747,41,32,23.56,70.85,synth
200037619,2.02E+13,40.23,334.1,-22.5,3.72,3.701,41,32,20.14,60.56,synth
200037620,2.02E+13,50.82,343.2,-22.5,3.822,3.794,33,31,25.95,78.02,synth
200037621,2.02E+13,80.54,351.9,-22.5,3.917,3.888,34,41,30.62,92.06,synth
200037622,2.02E+13,26.64,327.4,-22.5,3.646,3.633,32,35,10.38,31.22,synth
200037623,2.02E+13,22.37,328.9,-22.5,3.661,3.65,32,35,12.93,38.89,synth
200037624,2.02E+13,39.29,330.2,-22.5,3.677,3.663,31,34,15.25,45.87,synth
200037625,2.02E+13,43.63,340.8,-22.5,3.794,3.766,30,34,24.49,73.62,synth
